Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,Matthew 22:10,"καὶ ἐξελθόντες οἱ δοῦλοι ἐκεῖνοι εἰς τὰς ὁδοὺς συνήγαγον πάντας οὓς εὗρον, πονηρούς",τε,καὶ ἀγαθούς· καὶ ἐπλήσθη ὁ γάμος  ἀνακειμένων.,τέ,Louw Nida 89.95,τε,conjunction,—
NA28,Matthew 27:48,καὶ εὐθέως δραμὼν εἷς ἐξ αὐτῶν καὶ λαβὼν σπόγγον πλήσας,τε,ὄξους καὶ περιθεὶς καλάμῳ ἐπότιζεν αὐτόν.,τέ,Louw Nida 89.88,τε,conjunction,—
NA28,Matthew 28:12,καὶ συναχθέντες μετὰ τῶν πρεσβυτέρων συμβούλιόν,τε,λαβόντες ἀργύρια ἱκανὰ ἔδωκαν τοῖς στρατιώταις,τέ,Louw Nida 89.88,τε,conjunction,—
NA28,Luke 2:16,καὶ ἦλθαν σπεύσαντες καὶ ἀνεῦραν τήν,τε,Μαριὰμ καὶ τὸν Ἰωσὴφ καὶ τὸ βρέφος κείμενον ἐν τῇ φάτνῃ·,τέ,Louw Nida 89.95,τε,conjunction,—
NA28,Luke 12:45,"κύριός μου ἔρχεσθαι, καὶ ἄρξηται τύπτειν τοὺς παῖδας καὶ τὰς παιδίσκας, ἐσθίειν",τε,"καὶ πίνειν καὶ μεθύσκεσθαι,",τέ,Louw Nida 89.95,τε,conjunction,—
NA28,Luke 14:26,τὴν γυναῖκα καὶ τὰ τέκνα καὶ τοὺς ἀδελφοὺς καὶ τὰς ἀδελφὰς ἔτι,τε,"καὶ τὴν ψυχὴν ἑαυτοῦ, οὐ δύναται εἶναί μου μαθητής.",τέ,Louw Nida 89.95,τε,conjunction,—
NA28,Luke 15:2,καὶ διεγόγγυζον οἵ,τε,Φαρισαῖοι καὶ οἱ γραμματεῖς λέγοντες ὅτι οὗτος ἁμαρτωλοὺς προσδέχεται καὶ συνεσθίει αὐτοῖς.,τέ,Louw Nida 89.95,τε,conjunction,—
NA28,Luke 21:11,σεισμοί,τε,"μεγάλοι καὶ κατὰ τόπους λιμοὶ καὶ λοιμοὶ ἔσονται, φόβητρά τε καὶ ἀπʼ οὐρανοῦ σημεῖα μεγάλα ἔσται.",τέ,Louw Nida 89.95,τε,conjunction,—
NA28,Luke 21:11,"σεισμοί τε μεγάλοι καὶ κατὰ τόπους λιμοὶ καὶ λοιμοὶ ἔσονται, φόβητρά",τε,καὶ ἀπʼ οὐρανοῦ σημεῖα μεγάλα ἔσται.,τέ,Louw Nida 89.95,τε,conjunction,—
NA28,Luke 22:66,"Καὶ ὡς ἐγένετο ἡμέρα, συνήχθη τὸ πρεσβυτέριον τοῦ λαοῦ, ἀρχιερεῖς",τε,"καὶ γραμματεῖς, καὶ ἀπήγαγον αὐτὸν εἰς τὸ συνέδριον αὐτῶν",τέ,Louw Nida 89.95,τε,conjunction,—
NA28,Luke 23:12,ἐγένοντο δὲ φίλοι ὅ,τε,Ἡρῴδης καὶ ὁ Πιλᾶτος ἐν αὐτῇ τῇ ἡμέρᾳ μετʼ ἀλλήλων· προϋπῆρχον γὰρ ἐν ἔχθρᾳ ὄντες πρὸς αὐτούς.,τέ,Louw Nida 89.102,τε,conjunction,—
NA28,Luke 24:20,ὅπως,τε,παρέδωκαν αὐτὸν οἱ ἀρχιερεῖς καὶ οἱ ἄρχοντες ἡμῶν εἰς κρίμα θανάτου καὶ ἐσταύρωσαν αὐτόν.,τέ,Louw Nida 89.95,τε,conjunction,—
NA28,John 2:15,καὶ ποιήσας  φραγέλλιον ἐκ σχοινίων πάντας ἐξέβαλεν ἐκ τοῦ ἱεροῦ τά,τε,"πρόβατα καὶ τοὺς βόας, καὶ τῶν κολλυβιστῶν ἐξέχεεν τὸ κέρμα καὶ τὰς τραπέζας ἀνέτρεψεν,",τέ,Louw Nida 89.95,τε,conjunction,—
NA28,John 4:42,τῇ,τε,"γυναικὶ ἔλεγον ὅτι οὐκέτι διὰ τὴν σὴν λαλιὰν πιστεύομεν, αὐτοὶ γὰρ ἀκηκόαμεν καὶ",τέ,Louw Nida 89.95,τε,conjunction,—
NA28,John 6:18,ἥ,τε,θάλασσα ἀνέμου μεγάλου πνέοντος διεγείρετο.,τέ,Louw Nida 89.88,τε,conjunction,—
NA28,Acts 1:1,"Τὸν μὲν πρῶτον λόγον ἐποιησάμην περὶ πάντων, ὦ Θεόφιλε, ὧν ἤρξατο ὁ Ἰησοῦς ποιεῖν",τε,"καὶ διδάσκειν,",τέ,Louw Nida 89.102,τε,conjunction,—
NA28,Acts 1:8,ἀλλὰ λήμψεσθε δύναμιν ἐπελθόντος τοῦ ἁγίου πνεύματος ἐφʼ ὑμᾶς καὶ ἔσεσθέ μου μάρτυρες ἔν,τε,Ἰερουσαλὴμ καὶ [ἐν] πάσῃ τῇ Ἰουδαίᾳ καὶ Σαμαρείᾳ καὶ ἕως ἐσχάτου τῆς γῆς.,τέ,Louw Nida 89.102,τε,conjunction,—
NA28,Acts 1:13,"καὶ ὅτε εἰσῆλθον, εἰς τὸ ὑπερῷον ἀνέβησαν οὗ ἦσαν καταμένοντες, ὅ",τε,"Πέτρος καὶ Ἰωάννης καὶ Ἰάκωβος καὶ Ἀνδρέας, Φίλιππος καὶ Θωμᾶς, Βαρθολομαῖος καὶ Μαθθαῖος",τέ,Louw Nida 89.102,τε,conjunction,—
NA28,Acts 1:15,Καὶ ἐν ταῖς ἡμέραις ταύταις ἀναστὰς Πέτρος ἐν μέσῳ τῶν ἀδελφῶν εἶπεν· ἦν,τε,ὄχλος ὀνομάτων ἐπὶ τὸ αὐτὸ ὡσεὶ ἑκατὸν εἴκοσι·,τέ,Louw Nida 89.95,τε,conjunction,—
NA28,Acts 2:9,"Πάρθοι καὶ Μῆδοι καὶ Ἐλαμῖται καὶ οἱ κατοικοῦντες τὴν Μεσοποταμίαν, Ἰουδαίαν",τε,"καὶ Καππαδοκίαν, Πόντον καὶ τὴν Ἀσίαν,",τέ,Louw Nida 89.102,τε,conjunction,—
