Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
δούλῳ,δοῦλος,—,—,—,—,masculine,dative,singular,Matthew 8:9,"λέγω τούτῳ· πορεύθητι, καὶ πορεύεται, καὶ ἄλλῳ· ἔρχου, καὶ ἔρχεται, καὶ τῷ","μου· ποίησον τοῦτο, καὶ ποιεῖ."
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Matthew 10:24,Οὐκ ἔστιν μαθητὴς ὑπὲρ τὸν διδάσκαλον  οὐδὲ,ὑπὲρ τὸν κύριον αὐτοῦ.
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Matthew 10:25,ἀρκετὸν τῷ μαθητῇ ἵνα γένηται ὡς ὁ διδάσκαλος αὐτοῦ καὶ ὁ,"ὡς ὁ κύριος αὐτοῦ. εἰ τὸν οἰκοδεσπότην Βεελζεβοὺλ ἐπεκάλεσαν, πόσῳ μᾶλλον τοὺς οἰκιακοὺς αὐτοῦ."
δοῦλοι,δοῦλος,—,—,—,—,masculine,nominative,plural,Matthew 13:27,προσελθόντες δὲ οἱ,"τοῦ οἰκοδεσπότου εἶπον αὐτῷ· κύριε, οὐχὶ καλὸν σπέρμα ἔσπειρας ἐν τῷ σῷ ἀγρῷ; πόθεν οὖν ἔχει  ζιζάνια;"
δοῦλοι,δοῦλος,—,—,—,—,masculine,nominative,plural,Matthew 13:28,ὁ δὲ ἔφη αὐτοῖς· ἐχθρὸς ἄνθρωπος τοῦτο ἐποίησεν. οἱ δὲ,λέγουσιν αὐτῷ· θέλεις οὖν ἀπελθόντες συλλέξωμεν αὐτά;
δούλων,δοῦλος,—,—,—,—,masculine,genitive,plural,Matthew 18:23,"Διὰ τοῦτο ὡμοιώθη ἡ βασιλεία τῶν οὐρανῶν ἀνθρώπῳ βασιλεῖ, ὃς ἠθέλησεν συνᾶραι λόγον μετὰ τῶν",αὐτοῦ.
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Matthew 18:26,πεσὼν οὖν ὁ,"προσεκύνει αὐτῷ λέγων·  μακροθύμησον ἐπʼ ἐμοί, καὶ πάντα ἀποδώσω σοι."
δούλου,δοῦλος,—,—,—,—,masculine,genitive,singular,Matthew 18:27,Σπλαγχνισθεὶς δὲ ὁ κύριος τοῦ,ἐκείνου ἀπέλυσεν αὐτὸν καὶ τὸ δάνειον ἀφῆκεν αὐτῷ.
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Matthew 18:28,ἐξελθὼν δὲ ὁ,"ἐκεῖνος εὗρεν ἕνα τῶν συνδούλων αὐτοῦ, ὃς ὤφειλεν αὐτῷ ἑκατὸν δηνάρια, καὶ κρατήσας"
δοῦλε,δοῦλος,—,—,—,—,masculine,vocative,singular,Matthew 18:32,Τότε προσκαλεσάμενος αὐτὸν ὁ κύριος αὐτοῦ λέγει αὐτῷ·,"πονηρέ, πᾶσαν τὴν ὀφειλὴν ἐκείνην ἀφῆκά σοι, ἐπεὶ παρεκάλεσάς με·"
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Matthew 20:27,καὶ ὃς ἂν θέλῃ ἐν ὑμῖν εἶναι πρῶτος ἔσται ὑμῶν,·
δούλους,δοῦλος,—,—,—,—,masculine,accusative,plural,Matthew 21:34,"ὅτε δὲ ἤγγισεν ὁ καιρὸς τῶν καρπῶν, ἀπέστειλεν τοὺς",αὐτοῦ πρὸς τοὺς γεωργοὺς λαβεῖν τοὺς καρποὺς αὐτοῦ.
δούλους,δοῦλος,—,—,—,—,masculine,accusative,plural,Matthew 21:35,καὶ λαβόντες οἱ γεωργοὶ τοὺς,"αὐτοῦ ὃν μὲν ἔδειραν, ὃν δὲ ἀπέκτειναν, ὃν δὲ ἐλιθοβόλησαν."
δούλους,δοῦλος,—,—,—,—,masculine,accusative,plural,Matthew 21:36,πάλιν ἀπέστειλεν ἄλλους,"πλείονας τῶν πρώτων, καὶ ἐποίησαν αὐτοῖς ὡσαύτως."
δούλους,δοῦλος,—,—,—,—,masculine,accusative,plural,Matthew 22:3,καὶ ἀπέστειλεν τοὺς,"αὐτοῦ καλέσαι τοὺς κεκλημένους εἰς τοὺς γάμους, καὶ οὐκ ἤθελον ἐλθεῖν."
δούλους,δοῦλος,—,—,—,—,masculine,accusative,plural,Matthew 22:4,πάλιν ἀπέστειλεν ἄλλους,"λέγων· εἴπατε τοῖς κεκλημένοις· ἰδοὺ τὸ ἄριστόν μου ἡτοίμακα, οἱ ταῦροί μου καὶ"
δούλους,δοῦλος,—,—,—,—,masculine,accusative,plural,Matthew 22:6,οἱ δὲ λοιποὶ κρατήσαντες τοὺς,αὐτοῦ ὕβρισαν καὶ ἀπέκτειναν.
δούλοις,δοῦλος,—,—,—,—,masculine,dative,plural,Matthew 22:8,τότε λέγει τοῖς,"αὐτοῦ· ὁ μὲν γάμος ἕτοιμός ἐστιν, οἱ δὲ κεκλημένοι οὐκ ἦσαν ἄξιοι·"
δοῦλοι,δοῦλος,—,—,—,—,masculine,nominative,plural,Matthew 22:10,καὶ ἐξελθόντες οἱ,"ἐκεῖνοι εἰς τὰς ὁδοὺς συνήγαγον πάντας οὓς εὗρον, πονηρούς τε καὶ ἀγαθούς· καὶ ἐπλήσθη ὁ γάμος  ἀνακειμένων."
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Matthew 24:45,Τίς ἄρα ἐστὶν ὁ πιστὸς,καὶ φρόνιμος ὃν κατέστησεν ὁ κύριος  ἐπὶ τῆς οἰκετείας αὐτοῦ τοῦ δοῦναι αὐτοῖς τὴν τροφὴν ἐν καιρῷ;
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Matthew 24:46,μακάριος ὁ,ἐκεῖνος ὃν ἐλθὼν ὁ κύριος αὐτοῦ εὑρήσει οὕτως ποιοῦντα·
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Matthew 24:48,ἐὰν δὲ εἴπῃ ὁ κακὸς,"ἐκεῖνος ἐν τῇ καρδίᾳ αὐτοῦ· χρονίζει μου ὁ κύριος,"
δούλου,δοῦλος,—,—,—,—,masculine,genitive,singular,Matthew 24:50,ἥξει ὁ κύριος τοῦ,"ἐκείνου ἐν ἡμέρᾳ ᾗ οὐ προσδοκᾷ καὶ ἐν ὥρᾳ ᾗ οὐ γινώσκει,"
δούλους,δοῦλος,—,—,—,—,masculine,accusative,plural,Matthew 25:14,Ὥσπερ γὰρ ἄνθρωπος ἀποδημῶν ἐκάλεσεν τοὺς ἰδίους,"καὶ παρέδωκεν αὐτοῖς τὰ ὑπάρχοντα αὐτοῦ,"
δούλων,δοῦλος,—,—,—,—,masculine,genitive,plural,Matthew 25:19,Μετὰ δὲ πολὺν χρόνον ἔρχεται ὁ κύριος τῶν,ἐκείνων καὶ συναίρει λόγον μετʼ αὐτῶν.
δοῦλε,δοῦλος,—,—,—,—,masculine,vocative,singular,Matthew 25:21,"ἔφη  αὐτῷ ὁ κύριος αὐτοῦ· εὖ,","ἀγαθὲ καὶ πιστέ, ἐπὶ ὀλίγα ἦς πιστός, ἐπὶ πολλῶν σε καταστήσω· εἴσελθε εἰς"
δοῦλε,δοῦλος,—,—,—,—,masculine,vocative,singular,Matthew 25:23,"ἔφη αὐτῷ ὁ κύριος αὐτοῦ· εὖ,","ἀγαθὲ καὶ πιστέ, ἐπὶ ὀλίγα ἦς πιστός, ἐπὶ πολλῶν σε καταστήσω· εἴσελθε εἰς"
δοῦλε,δοῦλος,—,—,—,—,masculine,vocative,singular,Matthew 25:26,Ἀποκριθεὶς δὲ ὁ κύριος αὐτοῦ εἶπεν αὐτῷ· πονηρὲ,"καὶ ὀκνηρέ, ᾔδεις ὅτι θερίζω ὅπου οὐκ ἔσπειρα καὶ συνάγω ὅθεν οὐ διεσκόρπισα;"
δοῦλον,δοῦλος,—,—,—,—,masculine,accusative,singular,Matthew 25:30,καὶ τὸν ἀχρεῖον,ἐκβάλετε εἰς τὸ σκότος τὸ ἐξώτερον· ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων.
δοῦλον,δοῦλος,—,—,—,—,masculine,accusative,singular,Matthew 26:51,Καὶ ἰδοὺ εἷς τῶν μετὰ Ἰησοῦ ἐκτείνας τὴν χεῖρα ἀπέσπασεν τὴν μάχαιραν αὐτοῦ καὶ πατάξας τὸν,τοῦ ἀρχιερέως ἀφεῖλεν αὐτοῦ τὸ ὠτίον.
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Mark 10:44,καὶ ὃς ἂν θέλῃ ἐν ὑμῖν εἶναι πρῶτος ἔσται πάντων,·
δοῦλον,δοῦλος,—,—,—,—,masculine,accusative,singular,Mark 12:2,καὶ ἀπέστειλεν πρὸς τοὺς γεωργοὺς τῷ καιρῷ,ἵνα παρὰ τῶν γεωργῶν λάβῃ ἀπὸ τῶν καρπῶν τοῦ ἀμπελῶνος·
δοῦλον,δοῦλος,—,—,—,—,masculine,accusative,singular,Mark 12:4,καὶ πάλιν ἀπέστειλεν πρὸς αὐτοὺς ἄλλον,· κἀκεῖνον  ἐκεφαλίωσαν καὶ ἠτίμασαν.
δούλοις,δοῦλος,—,—,—,—,masculine,dative,plural,Mark 13:34,Ὡς ἄνθρωπος ἀπόδημος ἀφεὶς τὴν οἰκίαν αὐτοῦ καὶ δοὺς τοῖς,αὐτοῦ τὴν ἐξουσίαν ἑκάστῳ τὸ ἔργον αὐτοῦ καὶ τῷ θυρωρῷ ἐνετείλατο ἵνα γρηγορῇ.
δοῦλον,δοῦλος,—,—,—,—,masculine,accusative,singular,Mark 14:47,εἷς δέ [τις] τῶν παρεστηκότων σπασάμενος τὴν μάχαιραν ἔπαισεν τὸν,τοῦ ἀρχιερέως καὶ ἀφεῖλεν αὐτοῦ τὸ ὠτάριον.
δοῦλόν,δοῦλος,—,—,—,—,masculine,accusative,singular,Luke 2:29,νῦν ἀπολύεις τὸν,"σου, δέσποτα,           κατὰ τὸ ῥῆμά σου ἐν εἰρήνῃ·"
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Luke 7:2,Ἑκατοντάρχου δέ τινος,"κακῶς ἔχων ἤμελλεν τελευτᾶν, ὃς ἦν αὐτῷ ἔντιμος."
δοῦλον,δοῦλος,—,—,—,—,masculine,accusative,singular,Luke 7:3,ἀκούσας δὲ περὶ τοῦ Ἰησοῦ ἀπέστειλεν πρὸς αὐτὸν πρεσβυτέρους τῶν Ἰουδαίων ἐρωτῶν αὐτὸν ὅπως ἐλθὼν διασώσῃ τὸν,αὐτοῦ.
δούλῳ,δοῦλος,—,—,—,—,masculine,dative,singular,Luke 7:8,"λέγω τούτῳ· πορεύθητι, καὶ πορεύεται, καὶ ἄλλῳ· ἔρχου, καὶ ἔρχεται, καὶ τῷ","μου· ποίησον τοῦτο, καὶ ποιεῖ."
δοῦλον,δοῦλος,—,—,—,—,masculine,accusative,singular,Luke 7:10,Καὶ ὑποστρέψαντες εἰς τὸν οἶκον οἱ πεμφθέντες  εὗρον τὸν,ὑγιαίνοντα.
δοῦλοι,δοῦλος,—,—,—,—,masculine,nominative,plural,Luke 12:37,μακάριοι οἱ,"ἐκεῖνοι, οὓς ἐλθὼν ὁ κύριος εὑρήσει γρηγοροῦντας· ἀμὴν λέγω ὑμῖν ὅτι περιζώσεται καὶ"
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Luke 12:43,μακάριος ὁ,"ἐκεῖνος, ὃν ἐλθὼν ὁ κύριος αὐτοῦ εὑρήσει ποιοῦντα οὕτως."
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Luke 12:45,ἐὰν δὲ εἴπῃ ὁ,"ἐκεῖνος ἐν τῇ καρδίᾳ αὐτοῦ· χρονίζει ὁ κύριός μου ἔρχεσθαι, καὶ ἄρξηται τύπτειν"
δούλου,δοῦλος,—,—,—,—,masculine,genitive,singular,Luke 12:46,ἥξει ὁ κύριος τοῦ,"ἐκείνου ἐν ἡμέρᾳ ᾗ οὐ προσδοκᾷ καὶ ἐν ὥρᾳ ᾗ οὐ γινώσκει, καὶ"
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Luke 12:47,Ἐκεῖνος δὲ ὁ,ὁ γνοὺς τὸ θέλημα τοῦ κυρίου αὐτοῦ καὶ μὴ ἑτοιμάσας ἢ ποιήσας πρὸς
δοῦλον,δοῦλος,—,—,—,—,masculine,accusative,singular,Luke 14:17,καὶ ἀπέστειλεν τὸν,"αὐτοῦ τῇ ὥρᾳ τοῦ δείπνου εἰπεῖν τοῖς κεκλημένοις· ἔρχεσθε, ὅτι ἤδη ἕτοιμά ἐστιν."
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Luke 14:21,καὶ παραγενόμενος ὁ,ἀπήγγειλεν τῷ κυρίῳ αὐτοῦ ταῦτα. τότε ὀργισθεὶς ὁ οἰκοδεσπότης εἶπεν τῷ δούλῳ αὐτοῦ
δούλῳ,δοῦλος,—,—,—,—,masculine,dative,singular,Luke 14:21,καὶ παραγενόμενος ὁ δοῦλος ἀπήγγειλεν τῷ κυρίῳ αὐτοῦ ταῦτα. τότε ὀργισθεὶς ὁ οἰκοδεσπότης εἶπεν τῷ,αὐτοῦ· ἔξελθε ταχέως εἰς τὰς πλατείας καὶ ῥύμας τῆς πόλεως καὶ τοὺς πτωχοὺς
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Luke 14:22,καὶ εἶπεν ὁ,"· κύριε, γέγονεν ὃ ἐπέταξας, καὶ ἔτι τόπος ἐστίν."
δοῦλον,δοῦλος,—,—,—,—,masculine,accusative,singular,Luke 14:23,καὶ εἶπεν ὁ κύριος πρὸς τὸν,"· ἔξελθε εἰς τὰς ὁδοὺς καὶ φραγμοὺς καὶ ἀνάγκασον εἰσελθεῖν, ἵνα γεμισθῇ μου ὁ οἶκος·"
δούλους,δοῦλος,—,—,—,—,masculine,accusative,plural,Luke 15:22,εἶπεν δὲ ὁ πατὴρ πρὸς τοὺς,"αὐτοῦ· ταχὺ ἐξενέγκατε  στολὴν τὴν πρώτην καὶ ἐνδύσατε αὐτόν, καὶ δότε δακτύλιον εἰς"
δοῦλον,δοῦλος,—,—,—,—,masculine,accusative,singular,Luke 17:7,Τίς δὲ ἐξ ὑμῶν,"ἔχων ἀροτριῶντα ἢ ποιμαίνοντα, ὃς εἰσελθόντι ἐκ τοῦ ἀγροῦ  ἐρεῖ αὐτῷ· εὐθέως παρελθὼν ἀνάπεσε,"
δούλῳ,δοῦλος,—,—,—,—,masculine,dative,singular,Luke 17:9,μὴ ἔχει χάριν τῷ,ὅτι ἐποίησεν τὰ διαταχθέντα;
δοῦλοι,δοῦλος,—,—,—,—,masculine,nominative,plural,Luke 17:10,"οὕτως καὶ ὑμεῖς, ὅταν ποιήσητε πάντα τὰ διαταχθέντα ὑμῖν, λέγετε ὅτι","ἀχρεῖοί ἐσμεν, ὃ ὠφείλομεν ποιῆσαι πεποιήκαμεν."
δούλους,δοῦλος,—,—,—,—,masculine,accusative,plural,Luke 19:13,καλέσας δὲ δέκα,ἑαυτοῦ ἔδωκεν αὐτοῖς δέκα μνᾶς καὶ εἶπεν πρὸς αὐτούς· πραγματεύσασθε ἐν ᾧ ἔρχομαι.
δούλους,δοῦλος,—,—,—,—,masculine,accusative,plural,Luke 19:15,Καὶ ἐγένετο ἐν τῷ ἐπανελθεῖν αὐτὸν λαβόντα τὴν βασιλείαν καὶ εἶπεν φωνηθῆναι αὐτῷ τοὺς,"τούτους οἷς δεδώκει τὸ ἀργύριον, ἵνα γνοῖ τί διεπραγματεύσαντο."
δοῦλε,δοῦλος,—,—,—,—,masculine,vocative,singular,Luke 19:17,"καὶ εἶπεν αὐτῷ· εὖγε, ἀγαθὲ",", ὅτι ἐν ἐλαχίστῳ πιστὸς ἐγένου, ἴσθι ἐξουσίαν ἔχων ἐπάνω δέκα πόλεων."
δοῦλε,δοῦλος,—,—,—,—,masculine,vocative,singular,Luke 19:22,"λέγει αὐτῷ· ἐκ τοῦ στόματός σου κρινῶ σε, πονηρὲ",". ᾔδεις ὅτι ἐγὼ ἄνθρωπος αὐστηρός εἰμι, αἴρων ὃ οὐκ ἔθηκα καὶ θερίζων ὃ οὐκ ἔσπειρα;"
δοῦλον,δοῦλος,—,—,—,—,masculine,accusative,singular,Luke 20:10,καὶ  καιρῷ ἀπέστειλεν πρὸς τοὺς γεωργοὺς,ἵνα ἀπὸ τοῦ καρποῦ τοῦ ἀμπελῶνος δώσουσιν αὐτῷ· οἱ δὲ γεωργοὶ ἐξαπέστειλαν αὐτὸν δείραντες κενόν.
δοῦλον,δοῦλος,—,—,—,—,masculine,accusative,singular,Luke 20:11,καὶ προσέθετο ἕτερον πέμψαι,· οἱ δὲ κἀκεῖνον δείραντες καὶ ἀτιμάσαντες ἐξαπέστειλαν κενόν.
δοῦλον,δοῦλος,—,—,—,—,masculine,accusative,singular,Luke 22:50,καὶ ἐπάταξεν εἷς τις ἐξ αὐτῶν τοῦ ἀρχιερέως τὸν,καὶ ἀφεῖλεν τὸ οὖς αὐτοῦ τὸ δεξιόν.
δοῦλοι,δοῦλος,—,—,—,—,masculine,nominative,plural,John 4:51,ἤδη δὲ αὐτοῦ καταβαίνοντος οἱ,αὐτοῦ ὑπήντησαν αὐτῷ λέγοντες ὅτι ὁ παῖς αὐτοῦ ζῇ.
δοῦλός,δοῦλος,—,—,—,—,masculine,nominative,singular,John 8:34,ἀπεκρίθη αὐτοῖς ὁ Ἰησοῦς· ἀμὴν ἀμὴν λέγω ὑμῖν ὅτι πᾶς ὁ ποιῶν τὴν ἁμαρτίαν,ἐστιν τῆς ἁμαρτίας.
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,John 8:35,ὁ δὲ,"οὐ μένει ἐν τῇ οἰκίᾳ εἰς τὸν αἰῶνα, ὁ  υἱὸς μένει εἰς τὸν αἰῶνα."
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,John 13:16,"ἀμὴν ἀμὴν λέγω ὑμῖν, οὐκ ἔστιν",μείζων τοῦ κυρίου αὐτοῦ οὐδὲ ἀπόστολος μείζων τοῦ πέμψαντος αὐτόν.
δούλους,δοῦλος,—,—,—,—,masculine,accusative,plural,John 15:15,οὐκέτι λέγω ὑμᾶς,", ὅτι ὁ δοῦλος οὐκ οἶδεν τί ποιεῖ αὐτοῦ ὁ κύριος· ὑμᾶς δὲ εἴρηκα"
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,John 15:15,"οὐκέτι λέγω ὑμᾶς δούλους, ὅτι ὁ","οὐκ οἶδεν τί ποιεῖ αὐτοῦ ὁ κύριος· ὑμᾶς δὲ εἴρηκα φίλους, ὅτι πάντα"
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,John 15:20,μνημονεύετε τοῦ λόγου οὗ ἐγὼ εἶπον ὑμῖν· οὐκ ἔστιν,"μείζων τοῦ κυρίου αὐτοῦ.  εἰ ἐμὲ ἐδίωξαν, καὶ ὑμᾶς διώξουσιν· εἰ τὸν λόγον"
δοῦλον,δοῦλος,—,—,—,—,masculine,accusative,singular,John 18:10,Σίμων οὖν Πέτρος ἔχων μάχαιραν εἵλκυσεν αὐτὴν καὶ ἔπαισεν τὸν τοῦ ἀρχιερέως,καὶ ἀπέκοψεν αὐτοῦ τὸ ὠτάριον τὸ δεξιόν· ἦν δὲ ὄνομα τῷ δούλῳ Μάλχος.
δούλῳ,δοῦλος,—,—,—,—,masculine,dative,singular,John 18:10,δοῦλον καὶ ἀπέκοψεν αὐτοῦ τὸ ὠτάριον τὸ δεξιόν· ἦν δὲ ὄνομα τῷ,Μάλχος.
δοῦλοι,δοῦλος,—,—,—,—,masculine,nominative,plural,John 18:18,εἱστήκεισαν δὲ οἱ,"καὶ οἱ ὑπηρέται ἀνθρακιὰν πεποιηκότες, ὅτι ψῦχος ἦν, καὶ ἐθερμαίνοντο· ἦν δὲ καὶ"
δούλων,δοῦλος,—,—,—,—,masculine,genitive,plural,John 18:26,λέγει εἷς ἐκ τῶν,"τοῦ ἀρχιερέως, συγγενὴς ὢν οὗ ἀπέκοψεν Πέτρος τὸ ὠτίον· οὐκ ἐγώ σε εἶδον"
δούλους,δοῦλος,—,—,—,—,masculine,accusative,plural,Acts 2:18,καί γε ἐπὶ τοὺς,"μου καὶ ἐπὶ τὰς δούλας μου ἐν ταῖς ἡμέραις ἐκείναις      ἐκχεῶ ἀπὸ τοῦ πνεύματός μου, καὶ προφητεύσουσιν."
δούλοις,δοῦλος,—,—,—,—,masculine,dative,plural,Acts 4:29,"καὶ τὰ νῦν, κύριε, ἔπιδε ἐπὶ τὰς ἀπειλὰς αὐτῶν καὶ δὸς τοῖς","σου μετὰ παρρησίας πάσης λαλεῖν τὸν λόγον σου,"
δοῦλοι,δοῦλος,—,—,—,—,masculine,nominative,plural,Acts 16:17,αὕτη κατακολουθοῦσα τῷ Παύλῳ καὶ ἡμῖν ἔκραζεν λέγουσα· οὗτοι οἱ ἄνθρωποι,"τοῦ θεοῦ τοῦ ὑψίστου εἰσίν, οἵτινες καταγγέλλουσιν ὑμῖν ὁδὸν σωτηρίας."
δοῦλος,δοῦλος,—,—,—,—,masculine,nominative,singular,Romans 1:1,Παῦλος,"Χριστοῦ Ἰησοῦ, κλητὸς ἀπόστολος ἀφωρισμένος εἰς εὐαγγέλιον θεοῦ,"
δούλους,δοῦλος,—,—,—,—,masculine,accusative,plural,Romans 6:16,οὐκ οἴδατε ὅτι ᾧ παριστάνετε ἑαυτοὺς,"εἰς ὑπακοήν, δοῦλοί ἐστε ᾧ ὑπακούετε, ἤτοι ἁμαρτίας εἰς θάνατον ἢ ὑπακοῆς εἰς δικαιοσύνην;"
