Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Gender (Logos Greek),Case (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
ἄνθρωπος,ἄνθρωπος,—,—,—,—,masculine,nominative,singular,Matthew 4:4,ὁ δὲ ἀποκριθεὶς εἶπεν· γέγραπται· οὐκ ἐπʼ ἄρτῳ μόνῳ ζήσεται ὁ,", ἀλλʼ ἐπὶ παντὶ ῥήματι ἐκπορευομένῳ διὰ στόματος θεοῦ."
ἀνθρώπων,ἄνθρωπος,—,—,—,—,masculine,genitive,plural,Matthew 4:19,"καὶ λέγει αὐτοῖς· δεῦτε ὀπίσω μου, καὶ ποιήσω ὑμᾶς  ἁλιεῖς",.
ἀνθρώπων,ἄνθρωπος,—,—,—,—,masculine,genitive,plural,Matthew 5:13,ἁλισθήσεται; εἰς οὐδὲν ἰσχύει ἔτι εἰ μὴ βληθὲν ἔξω καταπατεῖσθαι ὑπὸ τῶν,.
ἀνθρώπων,ἄνθρωπος,—,—,—,—,masculine,genitive,plural,Matthew 5:16,οὕτως λαμψάτω τὸ φῶς ὑμῶν ἔμπροσθεν τῶν,", ὅπως ἴδωσιν ὑμῶν τὰ καλὰ ἔργα καὶ δοξάσωσιν τὸν πατέρα ὑμῶν τὸν ἐν τοῖς οὐρανοῖς."
ἀνθρώπους,ἄνθρωπος,—,—,—,—,masculine,accusative,plural,Matthew 5:19,ὃς ἐὰν οὖν λύσῃ μίαν τῶν ἐντολῶν τούτων τῶν ἐλαχίστων καὶ διδάξῃ οὕτως τοὺς,", ἐλάχιστος κληθήσεται ἐν τῇ βασιλείᾳ τῶν οὐρανῶν· ὃς δʼ ἂν ποιήσῃ καὶ διδάξῃ"
ἀνθρώπων,ἄνθρωπος,—,—,—,—,masculine,genitive,plural,Matthew 6:1,Προσέχετε [δὲ] τὴν δικαιοσύνην ὑμῶν μὴ ποιεῖν ἔμπροσθεν τῶν,"πρὸς τὸ θεαθῆναι αὐτοῖς· εἰ δὲ μή γε, μισθὸν οὐκ ἔχετε παρὰ τῷ"
ἀνθρώπων,ἄνθρωπος,—,—,—,—,masculine,genitive,plural,Matthew 6:2,"ποιοῦσιν ἐν ταῖς συναγωγαῖς καὶ ἐν ταῖς ῥύμαις, ὅπως δοξασθῶσιν ὑπὸ τῶν","· ἀμὴν  λέγω ὑμῖν, ἀπέχουσιν τὸν μισθὸν αὐτῶν."
ἀνθρώποις,ἄνθρωπος,—,—,—,—,masculine,dative,plural,Matthew 6:5,"συναγωγαῖς καὶ ἐν ταῖς γωνίαις τῶν πλατειῶν ἑστῶτες προσεύχεσθαι, ὅπως  φανῶσιν τοῖς","· ἀμὴν λέγω ὑμῖν,  ἀπέχουσιν τὸν μισθὸν αὐτῶν."
ἀνθρώποις,ἄνθρωπος,—,—,—,—,masculine,dative,plural,Matthew 6:14,Ἐὰν γὰρ ἀφῆτε τοῖς,"τὰ παραπτώματα αὐτῶν, ἀφήσει καὶ ὑμῖν ὁ πατὴρ ὑμῶν ὁ οὐράνιος·"
ἀνθρώποις,ἄνθρωπος,—,—,—,—,masculine,dative,plural,Matthew 6:15,ἐὰν δὲ μὴ ἀφῆτε τοῖς,", οὐδὲ ὁ πατὴρ ὑμῶν ἀφήσει τὰ παραπτώματα ὑμῶν."
ἀνθρώποις,ἄνθρωπος,—,—,—,—,masculine,dative,plural,Matthew 6:16,"Ὅταν δὲ νηστεύητε, μὴ γίνεσθε ὡς οἱ ὑποκριταὶ σκυθρωποί, ἀφανίζουσιν γὰρ τὰ πρόσωπα αὐτῶν ὅπως φανῶσιν τοῖς","νηστεύοντες· ἀμὴν λέγω ὑμῖν,  ἀπέχουσιν τὸν μισθὸν αὐτῶν."
ἀνθρώποις,ἄνθρωπος,—,—,—,—,masculine,dative,plural,Matthew 6:18,ὅπως μὴ φανῇς τοῖς,νηστεύων ἀλλὰ τῷ πατρί σου τῷ ἐν τῷ κρυφαίῳ⸃· καὶ ὁ πατήρ σου
ἄνθρωπος,ἄνθρωπος,—,—,—,—,masculine,nominative,singular,Matthew 7:9,ἢ τίς ἐστιν ἐξ ὑμῶν,", ὃν αἰτήσει ὁ υἱὸς αὐτοῦ ἄρτον, μὴ λίθον ἐπιδώσει αὐτῷ;"
ἄνθρωποι,ἄνθρωπος,—,—,—,—,masculine,nominative,plural,Matthew 7:12,Πάντα οὖν ὅσα ἐὰν θέλητε ἵνα ποιῶσιν ὑμῖν οἱ,", οὕτως καὶ ὑμεῖς ποιεῖτε αὐτοῖς· οὗτος γάρ ἐστιν ὁ νόμος καὶ οἱ προφῆται."
ἄνθρωπός,ἄνθρωπος,—,—,—,—,masculine,nominative,singular,Matthew 8:9,καὶ γὰρ ἐγὼ,"εἰμι ὑπὸ ἐξουσίαν , ἔχων ὑπʼ ἐμαυτὸν στρατιώτας, καὶ λέγω τούτῳ· πορεύθητι, καὶ πορεύεται"
ἀνθρώπου,ἄνθρωπος,—,—,—,—,masculine,genitive,singular,Matthew 8:20,"φωλεοὺς ἔχουσιν καὶ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνώσεις, ὁ δὲ υἱὸς τοῦ",οὐκ ἔχει ποῦ τὴν κεφαλὴν κλίνῃ.
ἄνθρωποι,ἄνθρωπος,—,—,—,—,masculine,nominative,plural,Matthew 8:27,οἱ δὲ,ἐθαύμασαν λέγοντες· ποταπός ἐστιν οὗτος  ὅτι καὶ οἱ ἄνεμοι καὶ ἡ θάλασσα αὐτῷ ὑπακούουσιν;
ἀνθρώπου,ἄνθρωπος,—,—,—,—,masculine,genitive,singular,Matthew 9:6,ἵνα δὲ εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ,ἐπὶ τῆς γῆς ἀφιέναι ἁμαρτίας—τότε λέγει τῷ παραλυτικῷ· ἐγερθεὶς ἆρόν σου τὴν
ἀνθρώποις,ἄνθρωπος,—,—,—,—,masculine,dative,plural,Matthew 9:8,ἰδόντες δὲ οἱ ὄχλοι ἐφοβήθησαν καὶ ἐδόξασαν τὸν θεὸν τὸν δόντα ἐξουσίαν τοιαύτην τοῖς,.
ἄνθρωπον,ἄνθρωπος,—,—,—,—,masculine,accusative,singular,Matthew 9:9,Καὶ παράγων ὁ Ἰησοῦς ἐκεῖθεν εἶδεν,"καθήμενον ἐπὶ τὸ τελώνιον, Μαθθαῖον λεγόμενον, καὶ λέγει αὐτῷ· ἀκολούθει μοι. καὶ ἀναστὰς ἠκολούθησεν αὐτῷ."
ἄνθρωπον,ἄνθρωπος,—,—,—,—,masculine,accusative,singular,Matthew 9:32,Αὐτῶν δὲ ἐξερχομένων ἰδοὺ προσήνεγκαν αὐτῷ,κωφὸν δαιμονιζόμενον.
ἀνθρώπων,ἄνθρωπος,—,—,—,—,masculine,genitive,plural,Matthew 10:17,Προσέχετε δὲ ἀπὸ τῶν,· παραδώσουσιν γὰρ ὑμᾶς εἰς συνέδρια καὶ ἐν ταῖς συναγωγαῖς αὐτῶν μαστιγώσουσιν ὑμᾶς·
ἀνθρώπου,ἄνθρωπος,—,—,—,—,masculine,genitive,singular,Matthew 10:23,μὴ τελέσητε τὰς πόλεις τοῦ Ἰσραὴλ ἕως ἂν ἔλθῃ ὁ υἱὸς τοῦ,.
ἀνθρώπων,ἄνθρωπος,—,—,—,—,masculine,genitive,plural,Matthew 10:32,Πᾶς οὖν ὅστις ὁμολογήσει ἐν ἐμοὶ ἔμπροσθεν τῶν,", ὁμολογήσω κἀγὼ ἐν αὐτῷ ἔμπροσθεν τοῦ πατρός μου τοῦ ἐν [τοῖς] οὐρανοῖς·"
ἀνθρώπων,ἄνθρωπος,—,—,—,—,masculine,genitive,plural,Matthew 10:33,ὅστις δʼ ἂν ἀρνήσηταί με ἔμπροσθεν τῶν,", ἀρνήσομαι κἀγὼ αὐτὸν ἔμπροσθεν τοῦ πατρός μου τοῦ ἐν [τοῖς] οὐρανοῖς."
ἄνθρωπον,ἄνθρωπος,—,—,—,—,masculine,accusative,singular,Matthew 10:35,ἦλθον γὰρ διχάσαι,"κατὰ τοῦ πατρὸς αὐτοῦ καὶ θυγατέρα κατὰ τῆς μητρὸς αὐτῆς καὶ νύμφην κατὰ τῆς πενθερᾶς αὐτῆς,"
ἀνθρώπου,ἄνθρωπος,—,—,—,—,masculine,genitive,singular,Matthew 10:36,καὶ ἐχθροὶ τοῦ,οἱ οἰκιακοὶ αὐτοῦ.
ἄνθρωπον,ἄνθρωπος,—,—,—,—,masculine,accusative,singular,Matthew 11:8,ἀλλὰ τί ἐξήλθατε ἰδεῖν;,ἐν μαλακοῖς  ἠμφιεσμένον; ἰδοὺ οἱ τὰ μαλακὰ φοροῦντες ἐν τοῖς οἴκοις τῶν βασιλέων εἰσίν.
ἀνθρώπου,ἄνθρωπος,—,—,—,—,masculine,genitive,singular,Matthew 11:19,ἦλθεν ὁ υἱὸς τοῦ,"ἐσθίων καὶ πίνων, καὶ λέγουσιν· ἰδοὺ ἄνθρωπος φάγος καὶ οἰνοπότης, τελωνῶν φίλος καὶ"
ἄνθρωπος,ἄνθρωπος,—,—,—,—,masculine,nominative,singular,Matthew 11:19,"ἦλθεν ὁ υἱὸς τοῦ ἀνθρώπου ἐσθίων καὶ πίνων, καὶ λέγουσιν· ἰδοὺ","φάγος καὶ οἰνοπότης, τελωνῶν φίλος καὶ ἁμαρτωλῶν. καὶ ἐδικαιώθη ἡ σοφία ἀπὸ τῶν ἔργων αὐτῆς."
ἀνθρώπου,ἄνθρωπος,—,—,—,—,masculine,genitive,singular,Matthew 12:8,κύριος γάρ ἐστιν τοῦ σαββάτου ὁ υἱὸς τοῦ,.
ἄνθρωπος,ἄνθρωπος,—,—,—,—,masculine,nominative,singular,Matthew 12:10,καὶ ἰδοὺ,χεῖρα ἔχων ξηράν. καὶ ἐπηρώτησαν αὐτὸν λέγοντες· εἰ ἔξεστιν τοῖς σάββασιν θεραπεῦσαι; ἵνα κατηγορήσωσιν αὐτοῦ.
ἄνθρωπος,ἄνθρωπος,—,—,—,—,masculine,nominative,singular,Matthew 12:11,ὁ δὲ εἶπεν αὐτοῖς· τίς ἔσται ἐξ ὑμῶν,"ὃς ἕξει πρόβατον ἓν καὶ ἐὰν ἐμπέσῃ τοῦτο τοῖς σάββασιν εἰς βόθυνον, οὐχὶ κρατήσει αὐτὸ καὶ ἐγερεῖ;"
ἄνθρωπος,ἄνθρωπος,—,—,—,—,masculine,nominative,singular,Matthew 12:12,πόσῳ οὖν  διαφέρει,προβάτου. ὥστε ἔξεστιν τοῖς σάββασιν καλῶς ποιεῖν.
ἀνθρώπῳ,ἄνθρωπος,—,—,—,—,masculine,dative,singular,Matthew 12:13,τότε λέγει τῷ,· ἔκτεινόν σου τὴν χεῖρα. καὶ ἐξέτεινεν καὶ ἀπεκατεστάθη ὑγιὴς ὡς ἡ ἄλλη.
ἀνθρώποις,ἄνθρωπος,—,—,—,—,masculine,dative,plural,Matthew 12:31,"Διὰ τοῦτο λέγω ὑμῖν, πᾶσα ἁμαρτία καὶ βλασφημία ἀφεθήσεται  τοῖς",", ἡ δὲ τοῦ πνεύματος βλασφημία οὐκ ἀφεθήσεται ."
ἀνθρώπου,ἄνθρωπος,—,—,—,—,masculine,genitive,singular,Matthew 12:32,καὶ ὃς ἐὰν εἴπῃ λόγον κατὰ τοῦ υἱοῦ τοῦ,",  ἀφεθήσεται αὐτῷ· ὃς δʼ ἂν εἴπῃ κατὰ τοῦ πνεύματος τοῦ ἁγίου, οὐκ ἀφεθήσεται"
ἄνθρωπος,ἄνθρωπος,—,—,—,—,masculine,nominative,singular,Matthew 12:35,ὁ ἀγαθὸς,"ἐκ τοῦ ἀγαθοῦ θησαυροῦ  ἐκβάλλει  ἀγαθά, καὶ ὁ πονηρὸς ἄνθρωπος ἐκ τοῦ πονηροῦ θησαυροῦ  ἐκβάλλει  πονηρά."
ἄνθρωπος,ἄνθρωπος,—,—,—,—,masculine,nominative,singular,Matthew 12:35,"ὁ ἀγαθὸς ἄνθρωπος ἐκ τοῦ ἀγαθοῦ θησαυροῦ  ἐκβάλλει  ἀγαθά, καὶ ὁ πονηρὸς",ἐκ τοῦ πονηροῦ θησαυροῦ  ἐκβάλλει  πονηρά.
ἄνθρωποι,ἄνθρωπος,—,—,—,—,masculine,nominative,plural,Matthew 12:36,λέγω δὲ ὑμῖν ὅτι πᾶν ῥῆμα ἀργὸν ὃ λαλήσουσιν οἱ,ἀποδώσουσιν περὶ αὐτοῦ λόγον ἐν ἡμέρᾳ κρίσεως·
