Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,Matthew 6:28,Καὶ περὶ ἐνδύματος τί μεριμνᾶτε; καταμάθετε τὰ κρίνα τοῦ ἀγροῦ,πῶς,αὐξάνουσιν· οὐ κοπιῶσιν οὐδὲ νήθουσιν·,πῶς,Louw Nida 92.16,πως,adverb,interrogative
NA28,Matthew 7:4,ἢ,πῶς,"ἐρεῖς τῷ ἀδελφῷ σου· ἄφες ἐκβάλω τὸ κάρφος ἐκ τοῦ ὀφθαλμοῦ σου, καὶ",πῶς,Louw Nida 92.16,πως,adverb,interrogative
NA28,Matthew 10:19,"ὅταν δὲ παραδῶσιν ὑμᾶς, μὴ μεριμνήσητε",πῶς,ἢ τί λαλήσητε· δοθήσεται γὰρ ὑμῖν ἐν ἐκείνῃ τῇ ὥρᾳ τί λαλήσητε·,πῶς,Louw Nida 92.16,πως,adverb,interrogative
NA28,Matthew 12:4,—,πῶς,"εἰσῆλθεν εἰς τὸν οἶκον τοῦ θεοῦ καὶ τοὺς ἄρτους τῆς προθέσεως ἔφαγον, ὃ",πῶς,Louw Nida 92.16,πως,"adverb, conjunction",interrogative
NA28,Matthew 12:26,"καὶ εἰ ὁ σατανᾶς τὸν σατανᾶν ἐκβάλλει, ἐφʼ ἑαυτὸν ἐμερίσθη·",πῶς,οὖν σταθήσεται ἡ βασιλεία αὐτοῦ;,πῶς,Louw Nida 92.16,πως,adverb,interrogative
NA28,Matthew 12:29,ἢ,πῶς,δύναταί τις εἰσελθεῖν εἰς τὴν οἰκίαν τοῦ ἰσχυροῦ καὶ τὰ σκεύη αὐτοῦ ἁρπάσαι,πῶς,Louw Nida 92.16,πως,adverb,interrogative
NA28,Matthew 12:34,"γεννήματα ἐχιδνῶν,",πῶς,δύνασθε ἀγαθὰ λαλεῖν πονηροὶ ὄντες; ἐκ γὰρ τοῦ περισσεύματος τῆς καρδίας τὸ στόμα λαλεῖ.,πῶς,Louw Nida 92.16,πως,adverb,interrogative
NA28,Matthew 16:11,—,πῶς,οὐ νοεῖτε ὅτι οὐ περὶ ἄρτων εἶπον ὑμῖν; προσέχετε δὲ ἀπὸ τῆς ζύμης τῶν Φαρισαίων καὶ Σαδδουκαίων.,πῶς,Louw Nida 92.16,πως,adverb,interrogative
NA28,Matthew 21:20,Καὶ ἰδόντες οἱ μαθηταὶ ἐθαύμασαν λέγοντες·,πῶς,παραχρῆμα ἐξηράνθη ἡ συκῆ;,πῶς,Louw Nida 92.16,πως,adverb,interrogative
NA28,Matthew 22:12,"καὶ λέγει αὐτῷ· ἑταῖρε,",πῶς,εἰσῆλθες ὧδε μὴ ἔχων ἔνδυμα γάμου; ὁ δὲ ἐφιμώθη.,πῶς,Louw Nida 92.16,πως,adverb,interrogative
